puzzle_number,type,hints
20068,row,"[[3], [1, 2], [2], [3, 1], [3]]"
20068,col,"[[1, 2], [3], [5], [2], [1, 1]]"
20069,row,"[[3], [1, 2], [2], [3, 1], [3]]"
20069,col,"[[1, 2], [3], [5], [2], [1, 1]]"
20070,row,"[[3], [1, 2], [2], [3, 1], [3]]"
20070,col,"[[1, 2], [3], [5], [2], [1, 1]]"
20071,row,"[[1], [1, 3], [1, 1], [4], [0]]"
20071,col,"[[3], [1], [2, 1], [3], [1]]"
20072,row,"[[1], [1, 3], [1, 1], [4], [0]]"
20072,col,"[[3], [1], [2, 1], [3], [1]]"
20073,row,"[[1], [1, 3], [1, 1], [4], [0]]"
20073,col,"[[3], [1], [2, 1], [3], [1]]"
20074,row,"[[1], [1, 3], [1, 1], [4], [0]]"
20074,col,"[[3], [1], [2, 1], [3], [1]]"
20075,row,"[[1], [1, 3], [1, 1], [4], [0]]"
20075,col,"[[3], [1], [2, 1], [3], [1]]"
20076,row,"[[1], [1, 3], [1, 1], [4], [0]]"
20076,col,"[[3], [1], [2, 1], [3], [1]]"
20077,row,"[[2], [1], [2], [2, 1], [1, 2]]"
20077,col,"[[2], [4], [1, 1], [1], [2]]"
20078,row,"[[2], [1], [2], [2, 1], [1, 2]]"
20078,col,"[[2], [4], [1, 1], [1], [2]]"
20079,row,"[[2], [1], [2], [2, 1], [1, 2]]"
20079,col,"[[2], [4], [1, 1], [1], [2]]"
20080,row,"[[2], [1], [2], [2, 1], [1, 2]]"
20080,col,"[[2], [4], [1, 1], [1], [2]]"
20081,row,"[[2], [1], [2], [2, 1], [1, 2]]"
20081,col,"[[2], [4], [1, 1], [1], [2]]"
20082,row,"[[2], [1], [2], [2, 1], [1, 2]]"
20082,col,"[[2], [4], [1, 1], [1], [2]]"
20083,row,"[[2, 1], [0], [1, 3], [3], [3]]"
20083,col,"[[1], [1, 1], [1, 3], [3], [1, 2]]"
20084,row,"[[2, 1], [0], [1, 3], [3], [3]]"
20084,col,"[[1], [1, 1], [1, 3], [3], [1, 2]]"
20085,row,"[[2, 1], [0], [1, 3], [3], [3]]"
20085,col,"[[1], [1, 1], [1, 3], [3], [1, 2]]"
20086,row,"[[2, 1], [0], [1, 3], [3], [3]]"
20086,col,"[[1], [1, 1], [1, 3], [3], [1, 2]]"
20087,row,"[[2, 1], [0], [1, 3], [3], [3]]"
20087,col,"[[1], [1, 1], [1, 3], [3], [1, 2]]"
20088,row,"[[2, 1], [0], [1, 3], [3], [3]]"
20088,col,"[[1], [1, 1], [1, 3], [3], [1, 2]]"
20089,row,"[[3], [2], [3], [3, 1], [1]]"
20089,col,"[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
20090,row,"[[3], [2], [3], [3, 1], [1]]"
20090,col,"[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
20091,row,"[[3], [2], [3], [3, 1], [1]]"
20091,col,"[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
20092,row,"[[3], [2], [3], [3, 1], [1]]"
20092,col,"[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
20093,row,"[[3], [2], [3], [3, 1], [1]]"
20093,col,"[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
20094,row,"[[3], [2], [3], [3, 1], [1]]"
20094,col,"[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
20095,row,"[[3], [1, 1, 1], [2], [2], [3]]"
20095,col,"[[1, 1], [2], [2, 2], [1, 1], [3]]"
20096,row,"[[3], [1, 1, 1], [2], [2], [3]]"
20096,col,"[[1, 1], [2], [2, 2], [1, 1], [3]]"
20097,row,"[[3], [1, 1, 1], [2], [2], [3]]"
20097,col,"[[1, 1], [2], [2, 2], [1, 1], [3]]"
20098,row,"[[3], [1, 1, 1], [2], [2], [3]]"
20098,col,"[[1, 1], [2], [2, 2], [1, 1], [3]]"
20099,row,"[[3], [1, 1, 1], [2], [2], [3]]"
20099,col,"[[1, 1], [2], [2, 2], [1, 1], [3]]"
20100,row,"[[3], [1, 1, 1], [2], [2], [3]]"
20100,col,"[[1, 1], [2], [2, 2], [1, 1], [3]]"
20101,row,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]"
20101,col,"[[2], [4], [1, 2], [2], [1, 2]]"
20102,row,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]"
20102,col,"[[2], [4], [1, 2], [2], [1, 2]]"
20103,row,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]"
20103,col,"[[2], [4], [1, 2], [2], [1, 2]]"
20104,row,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]"
20104,col,"[[2], [4], [1, 2], [2], [1, 2]]"
20105,row,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]"
20105,col,"[[2], [4], [1, 2], [2], [1, 2]]"
20106,row,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]"
20106,col,"[[2], [4], [1, 2], [2], [1, 2]]"
20107,row,"[[2], [2], [1, 2], [2, 1], [2, 1]]"
20107,col,"[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
20108,row,"[[2], [2], [1, 2], [2, 1], [2, 1]]"
20108,col,"[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
20109,row,"[[2], [2], [1, 2], [2, 1], [2, 1]]"
20109,col,"[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
20110,row,"[[2], [2], [1, 2], [2, 1], [2, 1]]"
20110,col,"[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
20111,row,"[[2], [2], [1, 2], [2, 1], [2, 1]]"
20111,col,"[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
20112,row,"[[2], [2], [1, 2], [2, 1], [2, 1]]"
20112,col,"[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
20113,row,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]"
20113,col,"[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
20114,row,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]"
20114,col,"[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
20115,row,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]"
20115,col,"[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
20116,row,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]"
20116,col,"[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
20117,row,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]"
20117,col,"[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
20118,row,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]"
20118,col,"[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
20119,row,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]"
20119,col,"[[2], [3], [1], [1, 1], [3]]"
20120,row,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]"
20120,col,"[[2], [3], [1], [1, 1], [3]]"
20121,row,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]"
20121,col,"[[2], [3], [1], [1, 1], [3]]"
20122,row,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]"
20122,col,"[[2], [3], [1], [1, 1], [3]]"
20123,row,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]"
20123,col,"[[2], [3], [1], [1, 1], [3]]"
20124,row,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]"
20124,col,"[[2], [3], [1], [1, 1], [3]]"
20125,row,"[[3], [0], [2, 1], [2], [5]]"
20125,col,"[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
20126,row,"[[3], [0], [2, 1], [2], [5]]"
20126,col,"[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
20127,row,"[[3], [0], [2, 1], [2], [5]]"
20127,col,"[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
20128,row,"[[3], [0], [2, 1], [2], [5]]"
20128,col,"[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
20129,row,"[[3], [0], [2, 1], [2], [5]]"
20129,col,"[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
20130,row,"[[3], [0], [2, 1], [2], [5]]"
20130,col,"[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
20131,row,"[[2], [1], [1, 2], [3], [1, 1]]"
20131,col,"[[0], [1, 3], [1, 1], [2], [2, 1]]"
20132,row,"[[2], [1], [1, 2], [3], [1, 1]]"
20132,col,"[[0], [1, 3], [1, 1], [2], [2, 1]]"
20133,row,"[[2], [1], [1, 2], [3], [1, 1]]"
20133,col,"[[0], [1, 3], [1, 1], [2], [2, 1]]"
20134,row,"[[2], [1], [1, 2], [3], [1, 1]]"
20134,col,"[[0], [1, 3], [1, 1], [2], [2, 1]]"
20135,row,"[[2], [1], [1, 2], [3], [1, 1]]"
20135,col,"[[0], [1, 3], [1, 1], [2], [2, 1]]"
20136,row,"[[2], [1], [1, 2], [3], [1, 1]]"
20136,col,"[[0], [1, 3], [1, 1], [2], [2, 1]]"
20137,row,"[[3, 1], [3, 1], [4], [0], [2, 2]]"
20137,col,"[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
20138,row,"[[3, 1], [3, 1], [4], [0], [2, 2]]"
20138,col,"[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
20139,row,"[[3, 1], [3, 1], [4], [0], [2, 2]]"
20139,col,"[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
20140,row,"[[3, 1], [3, 1], [4], [0], [2, 2]]"
20140,col,"[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
20141,row,"[[3, 1], [3, 1], [4], [0], [2, 2]]"
20141,col,"[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
20142,row,"[[3, 1], [3, 1], [4], [0], [2, 2]]"
20142,col,"[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
20143,row,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]"
20143,col,"[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
20144,row,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]"
20144,col,"[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
20145,row,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]"
20145,col,"[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
20146,row,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]"
20146,col,"[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
20147,row,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]"
20147,col,"[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
20148,row,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]"
20148,col,"[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
20149,row,"[[1, 3], [1], [1, 1], [1, 1], [3]]"
20149,col,"[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
20150,row,"[[1, 3], [1], [1, 1], [1, 1], [3]]"
20150,col,"[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
20151,row,"[[1, 3], [1], [1, 1], [1, 1], [3]]"
20151,col,"[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
20152,row,"[[1, 3], [1], [1, 1], [1, 1], [3]]"
20152,col,"[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
20153,row,"[[1, 3], [1], [1, 1], [1, 1], [3]]"
20153,col,"[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
20154,row,"[[1, 3], [1], [1, 1], [1, 1], [3]]"
20154,col,"[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
20155,row,"[[1, 1], [2, 1], [4], [1, 1], [2]]"
20155,col,"[[2, 1], [2, 1], [3], [3], [1]]"
20156,row,"[[1, 1], [2, 1], [4], [1, 1], [2]]"
20156,col,"[[2, 1], [2, 1], [3], [3], [1]]"
20157,row,"[[1, 1], [2, 1], [4], [1, 1], [2]]"
20157,col,"[[2, 1], [2, 1], [3], [3], [1]]"
20158,row,"[[1, 1], [2, 1], [4], [1, 1], [2]]"
20158,col,"[[2, 1], [2, 1], [3], [3], [1]]"
20159,row,"[[1, 1], [2, 1], [4], [1, 1], [2]]"
20159,col,"[[2, 1], [2, 1], [3], [3], [1]]"
20160,row,"[[1, 1], [2, 1], [4], [1, 1], [2]]"
20160,col,"[[2, 1], [2, 1], [3], [3], [1]]"
20161,row,"[[2], [3], [1], [4], [3, 1]]"
20161,col,"[[2], [2], [1, 2], [2, 1], [3, 1]]"
20162,row,"[[2], [3], [1], [4], [3, 1]]"
20162,col,"[[2], [2], [1, 2], [2, 1], [3, 1]]"
20163,row,"[[2], [3], [1], [4], [3, 1]]"
20163,col,"[[2], [2], [1, 2], [2, 1], [3, 1]]"
20164,row,"[[2], [3], [1], [4], [3, 1]]"
20164,col,"[[2], [2], [1, 2], [2, 1], [3, 1]]"
20165,row,"[[2], [3], [1], [4], [3, 1]]"
20165,col,"[[2], [2], [1, 2], [2, 1], [3, 1]]"
20166,row,"[[2], [3], [1], [4], [3, 1]]"
20166,col,"[[2], [2], [1, 2], [2, 1], [3, 1]]"
20167,row,"[[2], [3], [5], [1, 1], [1, 1]]"
20167,col,"[[3], [2, 1], [4], [1, 1], [1, 1]]"
20168,row,"[[2], [3], [5], [1, 1], [1, 1]]"
20168,col,"[[3], [2, 1], [4], [1, 1], [1, 1]]"
20169,row,"[[2], [3], [5], [1, 1], [1, 1]]"
20169,col,"[[3], [2, 1], [4], [1, 1], [1, 1]]"
20170,row,"[[2], [3], [5], [1, 1], [1, 1]]"
20170,col,"[[3], [2, 1], [4], [1, 1], [1, 1]]"
20171,row,"[[2], [3], [5], [1, 1], [1, 1]]"
20171,col,"[[3], [2, 1], [4], [1, 1], [1, 1]]"
20172,row,"[[2], [3], [5], [1, 1], [1, 1]]"
20172,col,"[[3], [2, 1], [4], [1, 1], [1, 1]]"
20173,row,"[[2], [3, 1], [1, 1], [1], [2]]"
20173,col,"[[2, 1], [2], [2, 1], [1], [2]]"
20174,row,"[[2], [3, 1], [1, 1], [1], [2]]"
20174,col,"[[2, 1], [2], [2, 1], [1], [2]]"
20175,row,"[[2], [3, 1], [1, 1], [1], [2]]"
20175,col,"[[2, 1], [2], [2, 1], [1], [2]]"
20176,row,"[[2], [3, 1], [1, 1], [1], [2]]"
20176,col,"[[2, 1], [2], [2, 1], [1], [2]]"
20177,row,"[[2], [3, 1], [1, 1], [1], [2]]"
20177,col,"[[2, 1], [2], [2, 1], [1], [2]]"
20178,row,"[[2], [3, 1], [1, 1], [1], [2]]"
20178,col,"[[2, 1], [2], [2, 1], [1], [2]]"
20179,row,"[[0], [1, 2], [5], [3], [1, 1]]"
20179,col,"[[2], [1, 1], [2], [4], [3]]"
20180,row,"[[0], [1, 2], [5], [3], [1, 1]]"
20180,col,"[[2], [1, 1], [2], [4], [3]]"
20181,row,"[[0], [1, 2], [5], [3], [1, 1]]"
20181,col,"[[2], [1, 1], [2], [4], [3]]"
20182,row,"[[0], [1, 2], [5], [3], [1, 1]]"
20182,col,"[[2], [1, 1], [2], [4], [3]]"
20183,row,"[[0], [1, 2], [5], [3], [1, 1]]"
20183,col,"[[2], [1, 1], [2], [4], [3]]"
20184,row,"[[0], [1, 2], [5], [3], [1, 1]]"
20184,col,"[[2], [1, 1], [2], [4], [3]]"
20185,row,"[[1], [1], [0], [3], [3, 1]]"
20185,col,"[[1], [2, 1], [2], [1], [2]]"
20186,row,"[[1], [1], [0], [3], [3, 1]]"
20186,col,"[[1], [2, 1], [2], [1], [2]]"
20187,row,"[[1], [1], [0], [3], [3, 1]]"
20187,col,"[[1], [2, 1], [2], [1], [2]]"
20188,row,"[[1], [1], [0], [3], [3, 1]]"
20188,col,"[[1], [2, 1], [2], [1], [2]]"
20189,row,"[[1], [1], [0], [3], [3, 1]]"
20189,col,"[[1], [2, 1], [2], [1], [2]]"
20190,row,"[[1], [1], [0], [3], [3, 1]]"
20190,col,"[[1], [2, 1], [2], [1], [2]]"
20191,row,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]"
20191,col,"[[3], [1, 1], [1, 2], [1], [3]]"
20192,row,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]"
20192,col,"[[3], [1, 1], [1, 2], [1], [3]]"
20193,row,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]"
20193,col,"[[3], [1, 1], [1, 2], [1], [3]]"
20194,row,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]"
20194,col,"[[3], [1, 1], [1, 2], [1], [3]]"
20195,row,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]"
20195,col,"[[3], [1, 1], [1, 2], [1], [3]]"
20196,row,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]"
20196,col,"[[3], [1, 1], [1, 2], [1], [3]]"
20197,row,"[[3], [1], [1, 1], [1, 3], [1]]"
20197,col,"[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
20198,row,"[[3], [1], [1, 1], [1, 3], [1]]"
20198,col,"[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
20199,row,"[[3], [1], [1, 1], [1, 3], [1]]"
20199,col,"[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
20200,row,"[[3], [1], [1, 1], [1, 3], [1]]"
20200,col,"[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
20201,row,"[[3], [1], [1, 1], [1, 3], [1]]"
20201,col,"[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
20202,row,"[[3], [1], [1, 1], [1, 3], [1]]"
20202,col,"[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
20203,row,"[[1, 2], [2], [2], [5], [3, 1]]"
20203,col,"[[1, 2], [2], [5], [4], [2]]"
20204,row,"[[1, 2], [2], [2], [5], [3, 1]]"
20204,col,"[[1, 2], [2], [5], [4], [2]]"
20205,row,"[[1, 2], [2], [2], [5], [3, 1]]"
20205,col,"[[1, 2], [2], [5], [4], [2]]"
20206,row,"[[1, 2], [2], [2], [5], [3, 1]]"
20206,col,"[[1, 2], [2], [5], [4], [2]]"
20207,row,"[[1, 2], [2], [2], [5], [3, 1]]"
20207,col,"[[1, 2], [2], [5], [4], [2]]"
20208,row,"[[1, 2], [2], [2], [5], [3, 1]]"
20208,col,"[[1, 2], [2], [5], [4], [2]]"
20209,row,"[[3], [1, 1], [1], [1, 1], [2]]"
20209,col,"[[1, 1], [1, 2], [2], [1, 2], [0]]"
20210,row,"[[3], [1, 1], [1], [1, 1], [2]]"
20210,col,"[[1, 1], [1, 2], [2], [1, 2], [0]]"
