puzzle_number,type,hints
15094,col,"[[2], [2, 1], [2, 1], [4], [1]]"
15095,row,"[[1, 1], [4], [2], [1, 1], [3]]"
15095,col,"[[2], [2, 1], [2, 1], [4], [1]]"
15096,row,"[[1, 1], [4], [2], [1, 1], [3]]"
15096,col,"[[2], [2, 1], [2, 1], [4], [1]]"
15097,row,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]"
15097,col,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
15098,row,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]"
15098,col,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
15099,row,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]"
15099,col,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
15100,row,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]"
15100,col,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
15101,row,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]"
15101,col,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
15102,row,"[[2], [1, 2], [1, 1, 1], [1, 2], [3]]"
15102,col,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [3]]"
15103,row,"[[0], [1, 3], [3], [4], [1, 2]]"
15103,col,"[[1, 1], [3], [3], [4], [1, 1]]"
15104,row,"[[0], [1, 3], [3], [4], [1, 2]]"
15104,col,"[[1, 1], [3], [3], [4], [1, 1]]"
15105,row,"[[0], [1, 3], [3], [4], [1, 2]]"
15105,col,"[[1, 1], [3], [3], [4], [1, 1]]"
15106,row,"[[0], [1, 3], [3], [4], [1, 2]]"
15106,col,"[[1, 1], [3], [3], [4], [1, 1]]"
15107,row,"[[0], [1, 3], [3], [4], [1, 2]]"
15107,col,"[[1, 1], [3], [3], [4], [1, 1]]"
15108,row,"[[0], [1, 3], [3], [4], [1, 2]]"
15108,col,"[[1, 1], [3], [3], [4], [1, 1]]"
15109,row,"[[1], [4], [3], [1], [2, 1]]"
15109,col,"[[1], [4], [2], [3, 1], [1]]"
15110,row,"[[1], [4], [3], [1], [2, 1]]"
15110,col,"[[1], [4], [2], [3, 1], [1]]"
15111,row,"[[1], [4], [3], [1], [2, 1]]"
15111,col,"[[1], [4], [2], [3, 1], [1]]"
15112,row,"[[1], [4], [3], [1], [2, 1]]"
15112,col,"[[1], [4], [2], [3, 1], [1]]"
15113,row,"[[1], [4], [3], [1], [2, 1]]"
15113,col,"[[1], [4], [2], [3, 1], [1]]"
15114,row,"[[1], [4], [3], [1], [2, 1]]"
15114,col,"[[1], [4], [2], [3, 1], [1]]"
15115,row,"[[1], [1, 1], [1, 2], [2], [2, 1]]"
15115,col,"[[5], [2], [0], [2, 1], [1]]"
15116,row,"[[1], [1, 1], [1, 2], [2], [2, 1]]"
15116,col,"[[5], [2], [0], [2, 1], [1]]"
15117,row,"[[1], [1, 1], [1, 2], [2], [2, 1]]"
15117,col,"[[5], [2], [0], [2, 1], [1]]"
15118,row,"[[1], [1, 1], [1, 2], [2], [2, 1]]"
15118,col,"[[5], [2], [0], [2, 1], [1]]"
15119,row,"[[1], [1, 1], [1, 2], [2], [2, 1]]"
15119,col,"[[5], [2], [0], [2, 1], [1]]"
15120,row,"[[1], [1, 1], [1, 2], [2], [2, 1]]"
15120,col,"[[5], [2], [0], [2, 1], [1]]"
15121,row,"[[1], [0], [3, 1], [2, 1], [3]]"
15121,col,"[[1, 3], [3], [1, 1], [0], [2]]"
15122,row,"[[1], [0], [3, 1], [2, 1], [3]]"
15122,col,"[[1, 3], [3], [1, 1], [0], [2]]"
15123,row,"[[1], [0], [3, 1], [2, 1], [3]]"
15123,col,"[[1, 3], [3], [1, 1], [0], [2]]"
15124,row,"[[1], [0], [3, 1], [2, 1], [3]]"
15124,col,"[[1, 3], [3], [1, 1], [0], [2]]"
15125,row,"[[1], [0], [3, 1], [2, 1], [3]]"
15125,col,"[[1, 3], [3], [1, 1], [0], [2]]"
15126,row,"[[1], [0], [3, 1], [2, 1], [3]]"
15126,col,"[[1, 3], [3], [1, 1], [0], [2]]"
15127,row,"[[2], [3], [1], [5], [1, 3]]"
15127,col,"[[1, 2], [2, 1], [2, 2], [3], [2]]"
15128,row,"[[2], [3], [1], [5], [1, 3]]"
15128,col,"[[1, 2], [2, 1], [2, 2], [3], [2]]"
15129,row,"[[2], [3], [1], [5], [1, 3]]"
15129,col,"[[1, 2], [2, 1], [2, 2], [3], [2]]"
15130,row,"[[2], [3], [1], [5], [1, 3]]"
15130,col,"[[1, 2], [2, 1], [2, 2], [3], [2]]"
15131,row,"[[2], [3], [1], [5], [1, 3]]"
15131,col,"[[1, 2], [2, 1], [2, 2], [3], [2]]"
15132,row,"[[2], [3], [1], [5], [1, 3]]"
15132,col,"[[1, 2], [2, 1], [2, 2], [3], [2]]"
15133,row,"[[2, 2], [1, 2], [3], [2], [1]]"
15133,col,"[[5], [1, 2], [2], [2], [1]]"
15134,row,"[[2, 2], [1, 2], [3], [2], [1]]"
15134,col,"[[5], [1, 2], [2], [2], [1]]"
15135,row,"[[2, 2], [1, 2], [3], [2], [1]]"
15135,col,"[[5], [1, 2], [2], [2], [1]]"
15136,row,"[[2, 2], [1, 2], [3], [2], [1]]"
15136,col,"[[5], [1, 2], [2], [2], [1]]"
15137,row,"[[2, 2], [1, 2], [3], [2], [1]]"
15137,col,"[[5], [1, 2], [2], [2], [1]]"
15138,row,"[[2, 2], [1, 2], [3], [2], [1]]"
15138,col,"[[5], [1, 2], [2], [2], [1]]"
15139,row,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
15139,col,"[[2, 1], [2, 1], [1, 1], [3], [4]]"
15140,row,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
15140,col,"[[2, 1], [2, 1], [1, 1], [3], [4]]"
15141,row,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
15141,col,"[[2, 1], [2, 1], [1, 1], [3], [4]]"
15142,row,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
15142,col,"[[2, 1], [2, 1], [1, 1], [3], [4]]"
15143,row,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
15143,col,"[[2, 1], [2, 1], [1, 1], [3], [4]]"
15144,row,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
15144,col,"[[2, 1], [2, 1], [1, 1], [3], [4]]"
15145,row,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]"
15145,col,"[[3], [2, 2], [1], [2], [1, 1]]"
15146,row,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]"
15146,col,"[[3], [2, 2], [1], [2], [1, 1]]"
15147,row,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]"
15147,col,"[[3], [2, 2], [1], [2], [1, 1]]"
15148,row,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]"
15148,col,"[[3], [2, 2], [1], [2], [1, 1]]"
15149,row,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]"
15149,col,"[[3], [2, 2], [1], [2], [1, 1]]"
15150,row,"[[1, 1], [2], [1, 1], [2, 1], [1, 2]]"
15150,col,"[[3], [2, 2], [1], [2], [1, 1]]"
15151,row,"[[4], [3, 1], [2, 1], [2], [2, 2]]"
15151,col,"[[2, 1], [5], [4], [1, 1], [2, 1]]"
15152,row,"[[4], [3, 1], [2, 1], [2], [2, 2]]"
15152,col,"[[2, 1], [5], [4], [1, 1], [2, 1]]"
15153,row,"[[4], [3, 1], [2, 1], [2], [2, 2]]"
15153,col,"[[2, 1], [5], [4], [1, 1], [2, 1]]"
15154,row,"[[4], [3, 1], [2, 1], [2], [2, 2]]"
15154,col,"[[2, 1], [5], [4], [1, 1], [2, 1]]"
15155,row,"[[4], [3, 1], [2, 1], [2], [2, 2]]"
15155,col,"[[2, 1], [5], [4], [1, 1], [2, 1]]"
15156,row,"[[4], [3, 1], [2, 1], [2], [2, 2]]"
15156,col,"[[2, 1], [5], [4], [1, 1], [2, 1]]"
15157,row,"[[1, 3], [1, 1], [1, 2], [0], [1]]"
15157,col,"[[2], [1], [1], [3], [1, 1, 1]]"
15158,row,"[[1, 3], [1, 1], [1, 2], [0], [1]]"
15158,col,"[[2], [1], [1], [3], [1, 1, 1]]"
15159,row,"[[1, 3], [1, 1], [1, 2], [0], [1]]"
15159,col,"[[2], [1], [1], [3], [1, 1, 1]]"
15160,row,"[[1, 3], [1, 1], [1, 2], [0], [1]]"
15160,col,"[[2], [1], [1], [3], [1, 1, 1]]"
15161,row,"[[1, 3], [1, 1], [1, 2], [0], [1]]"
15161,col,"[[2], [1], [1], [3], [1, 1, 1]]"
15162,row,"[[1, 3], [1, 1], [1, 2], [0], [1]]"
15162,col,"[[2], [1], [1], [3], [1, 1, 1]]"
15163,row,"[[1, 1, 1], [4], [3], [3], [1, 1]]"
15163,col,"[[3], [2], [5], [1, 1], [1, 2]]"
15164,row,"[[1, 1, 1], [4], [3], [3], [1, 1]]"
15164,col,"[[3], [2], [5], [1, 1], [1, 2]]"
15165,row,"[[1, 1, 1], [4], [3], [3], [1, 1]]"
15165,col,"[[3], [2], [5], [1, 1], [1, 2]]"
15166,row,"[[1, 1, 1], [4], [3], [3], [1, 1]]"
15166,col,"[[3], [2], [5], [1, 1], [1, 2]]"
15167,row,"[[1, 1, 1], [4], [3], [3], [1, 1]]"
15167,col,"[[3], [2], [5], [1, 1], [1, 2]]"
15168,row,"[[1, 1, 1], [4], [3], [3], [1, 1]]"
15168,col,"[[3], [2], [5], [1, 1], [1, 2]]"
15169,row,"[[1], [0], [1, 3], [3], [1]]"
15169,col,"[[1], [1], [2], [1, 2], [1, 1]]"
15170,row,"[[1], [0], [1, 3], [3], [1]]"
15170,col,"[[1], [1], [2], [1, 2], [1, 1]]"
15171,row,"[[1], [0], [1, 3], [3], [1]]"
15171,col,"[[1], [1], [2], [1, 2], [1, 1]]"
15172,row,"[[1], [0], [1, 3], [3], [1]]"
15172,col,"[[1], [1], [2], [1, 2], [1, 1]]"
15173,row,"[[1], [0], [1, 3], [3], [1]]"
15173,col,"[[1], [1], [2], [1, 2], [1, 1]]"
15174,row,"[[1], [0], [1, 3], [3], [1]]"
15174,col,"[[1], [1], [2], [1, 2], [1, 1]]"
15175,row,"[[2], [1, 3], [2], [3], [1, 1]]"
15175,col,"[[1], [0], [1, 2], [4], [5]]"
15176,row,"[[2], [1, 3], [2], [3], [1, 1]]"
15176,col,"[[1], [0], [1, 2], [4], [5]]"
15177,row,"[[2], [1, 3], [2], [3], [1, 1]]"
15177,col,"[[1], [0], [1, 2], [4], [5]]"
15178,row,"[[2], [1, 3], [2], [3], [1, 1]]"
15178,col,"[[1], [0], [1, 2], [4], [5]]"
15179,row,"[[2], [1, 3], [2], [3], [1, 1]]"
15179,col,"[[1], [0], [1, 2], [4], [5]]"
15180,row,"[[2], [1, 3], [2], [3], [1, 1]]"
15180,col,"[[1], [0], [1, 2], [4], [5]]"
15181,row,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]"
15181,col,"[[5], [3], [1, 1], [4], [3]]"
15182,row,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]"
15182,col,"[[5], [3], [1, 1], [4], [3]]"
15183,row,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]"
15183,col,"[[5], [3], [1, 1], [4], [3]]"
15184,row,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]"
15184,col,"[[5], [3], [1, 1], [4], [3]]"
15185,row,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]"
15185,col,"[[5], [3], [1, 1], [4], [3]]"
15186,row,"[[1, 3], [2, 2], [2, 2], [2, 1], [1, 1]]"
15186,col,"[[5], [3], [1, 1], [4], [3]]"
15187,row,"[[1, 1], [1, 1], [3], [3], [2, 1]]"
15187,col,"[[2], [4], [1, 3], [0], [2, 1]]"
15188,row,"[[1, 1], [1, 1], [3], [3], [2, 1]]"
15188,col,"[[2], [4], [1, 3], [0], [2, 1]]"
15189,row,"[[1, 1], [1, 1], [3], [3], [2, 1]]"
15189,col,"[[2], [4], [1, 3], [0], [2, 1]]"
15190,row,"[[1, 1], [1, 1], [3], [3], [2, 1]]"
15190,col,"[[2], [4], [1, 3], [0], [2, 1]]"
15191,row,"[[1, 1], [1, 1], [3], [3], [2, 1]]"
15191,col,"[[2], [4], [1, 3], [0], [2, 1]]"
15192,row,"[[1, 1], [1, 1], [3], [3], [2, 1]]"
15192,col,"[[2], [4], [1, 3], [0], [2, 1]]"
15193,row,"[[1], [1, 2], [2], [2, 2], [1, 1]]"
15193,col,"[[1, 1], [1, 1], [1, 1], [3], [3]]"
15194,row,"[[1], [1, 2], [2], [2, 2], [1, 1]]"
15194,col,"[[1, 1], [1, 1], [1, 1], [3], [3]]"
15195,row,"[[1], [1, 2], [2], [2, 2], [1, 1]]"
15195,col,"[[1, 1], [1, 1], [1, 1], [3], [3]]"
15196,row,"[[1], [1, 2], [2], [2, 2], [1, 1]]"
15196,col,"[[1, 1], [1, 1], [1, 1], [3], [3]]"
15197,row,"[[1], [1, 2], [2], [2, 2], [1, 1]]"
15197,col,"[[1, 1], [1, 1], [1, 1], [3], [3]]"
15198,row,"[[1], [1, 2], [2], [2, 2], [1, 1]]"
15198,col,"[[1, 1], [1, 1], [1, 1], [3], [3]]"
15199,row,"[[1, 1], [1], [1, 2], [4], [4]]"
15199,col,"[[1], [1, 2], [3], [3], [2, 2]]"
15200,row,"[[1, 1], [1], [1, 2], [4], [4]]"
15200,col,"[[1], [1, 2], [3], [3], [2, 2]]"
15201,row,"[[1, 1], [1], [1, 2], [4], [4]]"
15201,col,"[[1], [1, 2], [3], [3], [2, 2]]"
15202,row,"[[1, 1], [1], [1, 2], [4], [4]]"
15202,col,"[[1], [1, 2], [3], [3], [2, 2]]"
15203,row,"[[1, 1], [1], [1, 2], [4], [4]]"
15203,col,"[[1], [1, 2], [3], [3], [2, 2]]"
15204,row,"[[1, 1], [1], [1, 2], [4], [4]]"
15204,col,"[[1], [1, 2], [3], [3], [2, 2]]"
15205,row,"[[1, 2], [1], [1, 2], [1], [0]]"
15205,col,"[[0], [3], [1], [1, 1], [1, 1]]"
15206,row,"[[1, 2], [1], [1, 2], [1], [0]]"
15206,col,"[[0], [3], [1], [1, 1], [1, 1]]"
15207,row,"[[1, 2], [1], [1, 2], [1], [0]]"
15207,col,"[[0], [3], [1], [1, 1], [1, 1]]"
15208,row,"[[1, 2], [1], [1, 2], [1], [0]]"
15208,col,"[[0], [3], [1], [1, 1], [1, 1]]"
15209,row,"[[1, 2], [1], [1, 2], [1], [0]]"
15209,col,"[[0], [3], [1], [1, 1], [1, 1]]"
15210,row,"[[1, 2], [1], [1, 2], [1], [0]]"
15210,col,"[[0], [3], [1], [1, 1], [1, 1]]"
15211,row,"[[0], [1], [0], [0], [1, 1]]"
15211,col,"[[0], [1], [0], [1, 1], [0]]"
15212,row,"[[0], [1], [0], [0], [1, 1]]"
15212,col,"[[0], [1], [0], [1, 1], [0]]"
15213,row,"[[0], [1], [0], [0], [1, 1]]"
15213,col,"[[0], [1], [0], [1, 1], [0]]"
15214,row,"[[0], [1], [0], [0], [1, 1]]"
15214,col,"[[0], [1], [0], [1, 1], [0]]"
15215,row,"[[0], [1], [0], [0], [1, 1]]"
15215,col,"[[0], [1], [0], [1, 1], [0]]"
15216,row,"[[0], [1], [0], [0], [1, 1]]"
15216,col,"[[0], [1], [0], [1, 1], [0]]"
15217,row,"[[2, 2], [1], [1], [4], [1, 2]]"
15217,col,"[[2, 1], [1, 1], [2], [1, 3], [1, 1]]"
15218,row,"[[2, 2], [1], [1], [4], [1, 2]]"
15218,col,"[[2, 1], [1, 1], [2], [1, 3], [1, 1]]"
