puzzle_number,type,hints
10026,col,"[[5], [1, 1], [3, 1], [1], [2]]"
10027,row,"[[3], [1], [2], [2, 1], [1, 1]]"
10027,col,"[[2], [2], [3], [1, 2], [1]]"
10028,row,"[[3], [1], [2], [2, 1], [1, 1]]"
10028,col,"[[2], [2], [3], [1, 2], [1]]"
10029,row,"[[3], [1], [2], [2, 1], [1, 1]]"
10029,col,"[[2], [2], [3], [1, 2], [1]]"
10030,row,"[[3], [1], [2], [2, 1], [1, 1]]"
10030,col,"[[2], [2], [3], [1, 2], [1]]"
10031,row,"[[3], [1], [2], [2, 1], [1, 1]]"
10031,col,"[[2], [2], [3], [1, 2], [1]]"
10032,row,"[[3], [1], [2], [2, 1], [1, 1]]"
10032,col,"[[2], [2], [3], [1, 2], [1]]"
10033,row,"[[1], [1, 1], [5], [3], [3]]"
10033,col,"[[2], [1], [3], [4], [1, 3]]"
10034,row,"[[1], [1, 1], [5], [3], [3]]"
10034,col,"[[2], [1], [3], [4], [1, 3]]"
10035,row,"[[1], [1, 1], [5], [3], [3]]"
10035,col,"[[2], [1], [3], [4], [1, 3]]"
10036,row,"[[1], [1, 1], [5], [3], [3]]"
10036,col,"[[2], [1], [3], [4], [1, 3]]"
10037,row,"[[1], [1, 1], [5], [3], [3]]"
10037,col,"[[2], [1], [3], [4], [1, 3]]"
10038,row,"[[1], [1, 1], [5], [3], [3]]"
10038,col,"[[2], [1], [3], [4], [1, 3]]"
10039,row,"[[2], [3], [2, 1], [2], [1, 3]]"
10039,col,"[[1, 1], [1], [2, 1], [5], [1, 2]]"
10040,row,"[[2], [3], [2, 1], [2], [1, 3]]"
10040,col,"[[1, 1], [1], [2, 1], [5], [1, 2]]"
10041,row,"[[2], [3], [2, 1], [2], [1, 3]]"
10041,col,"[[1, 1], [1], [2, 1], [5], [1, 2]]"
10042,row,"[[2], [3], [2, 1], [2], [1, 3]]"
10042,col,"[[1, 1], [1], [2, 1], [5], [1, 2]]"
10043,row,"[[2], [3], [2, 1], [2], [1, 3]]"
10043,col,"[[1, 1], [1], [2, 1], [5], [1, 2]]"
10044,row,"[[2], [3], [2, 1], [2], [1, 3]]"
10044,col,"[[1, 1], [1], [2, 1], [5], [1, 2]]"
10045,row,"[[2, 2], [3, 1], [2], [2], [2]]"
10045,col,"[[2], [2, 1], [1, 1], [1, 1, 1], [3, 1]]"
10046,row,"[[2, 2], [3, 1], [2], [2], [2]]"
10046,col,"[[2], [2, 1], [1, 1], [1, 1, 1], [3, 1]]"
10047,row,"[[2, 2], [3, 1], [2], [2], [2]]"
10047,col,"[[2], [2, 1], [1, 1], [1, 1, 1], [3, 1]]"
10048,row,"[[2, 2], [3, 1], [2], [2], [2]]"
10048,col,"[[2], [2, 1], [1, 1], [1, 1, 1], [3, 1]]"
10049,row,"[[2, 2], [3, 1], [2], [2], [2]]"
10049,col,"[[2], [2, 1], [1, 1], [1, 1, 1], [3, 1]]"
10050,row,"[[2, 2], [3, 1], [2], [2], [2]]"
10050,col,"[[2], [2, 1], [1, 1], [1, 1, 1], [3, 1]]"
10051,row,"[[1], [2, 1], [1, 3], [1, 1], [2, 2]]"
10051,col,"[[3], [1, 1], [3], [1, 1, 1], [2, 1]]"
10052,row,"[[1], [2, 1], [1, 3], [1, 1], [2, 2]]"
10052,col,"[[3], [1, 1], [3], [1, 1, 1], [2, 1]]"
10053,row,"[[1], [2, 1], [1, 3], [1, 1], [2, 2]]"
10053,col,"[[3], [1, 1], [3], [1, 1, 1], [2, 1]]"
10054,row,"[[1], [2, 1], [1, 3], [1, 1], [2, 2]]"
10054,col,"[[3], [1, 1], [3], [1, 1, 1], [2, 1]]"
10055,row,"[[1], [2, 1], [1, 3], [1, 1], [2, 2]]"
10055,col,"[[3], [1, 1], [3], [1, 1, 1], [2, 1]]"
10056,row,"[[1], [2, 1], [1, 3], [1, 1], [2, 2]]"
10056,col,"[[3], [1, 1], [3], [1, 1, 1], [2, 1]]"
10057,row,"[[3, 1], [1], [2, 2], [1], [1, 2]]"
10057,col,"[[3, 1], [1, 2], [1], [1, 1], [1, 1, 1]]"
10058,row,"[[3, 1], [1], [2, 2], [1], [1, 2]]"
10058,col,"[[3, 1], [1, 2], [1], [1, 1], [1, 1, 1]]"
10059,row,"[[3, 1], [1], [2, 2], [1], [1, 2]]"
10059,col,"[[3, 1], [1, 2], [1], [1, 1], [1, 1, 1]]"
10060,row,"[[3, 1], [1], [2, 2], [1], [1, 2]]"
10060,col,"[[3, 1], [1, 2], [1], [1, 1], [1, 1, 1]]"
10061,row,"[[3, 1], [1], [2, 2], [1], [1, 2]]"
10061,col,"[[3, 1], [1, 2], [1], [1, 1], [1, 1, 1]]"
10062,row,"[[3, 1], [1], [2, 2], [1], [1, 2]]"
10062,col,"[[3, 1], [1, 2], [1], [1, 1], [1, 1, 1]]"
10063,row,"[[4], [1, 1], [1], [1, 1], [3]]"
10063,col,"[[2], [2, 1], [1, 2], [2, 1], [1]]"
10064,row,"[[4], [1, 1], [1], [1, 1], [3]]"
10064,col,"[[2], [2, 1], [1, 2], [2, 1], [1]]"
10065,row,"[[4], [1, 1], [1], [1, 1], [3]]"
10065,col,"[[2], [2, 1], [1, 2], [2, 1], [1]]"
10066,row,"[[4], [1, 1], [1], [1, 1], [3]]"
10066,col,"[[2], [2, 1], [1, 2], [2, 1], [1]]"
10067,row,"[[4], [1, 1], [1], [1, 1], [3]]"
10067,col,"[[2], [2, 1], [1, 2], [2, 1], [1]]"
10068,row,"[[4], [1, 1], [1], [1, 1], [3]]"
10068,col,"[[2], [2, 1], [1, 2], [2, 1], [1]]"
10069,row,"[[1, 1], [0], [1], [1], [1, 3]]"
10069,col,"[[1], [1], [1], [1, 1, 1], [2]]"
10070,row,"[[1, 1], [0], [1], [1], [1, 3]]"
10070,col,"[[1], [1], [1], [1, 1, 1], [2]]"
10071,row,"[[1, 1], [0], [1], [1], [1, 3]]"
10071,col,"[[1], [1], [1], [1, 1, 1], [2]]"
10072,row,"[[1, 1], [0], [1], [1], [1, 3]]"
10072,col,"[[1], [1], [1], [1, 1, 1], [2]]"
10073,row,"[[1, 1], [0], [1], [1], [1, 3]]"
10073,col,"[[1], [1], [1], [1, 1, 1], [2]]"
10074,row,"[[1, 1], [0], [1], [1], [1, 3]]"
10074,col,"[[1], [1], [1], [1, 1, 1], [2]]"
10075,row,"[[2], [1, 3], [1, 1], [5], [1, 1]]"
10075,col,"[[1, 1], [2], [4], [2, 1], [4]]"
10076,row,"[[2], [1, 3], [1, 1], [5], [1, 1]]"
10076,col,"[[1, 1], [2], [4], [2, 1], [4]]"
10077,row,"[[2], [1, 3], [1, 1], [5], [1, 1]]"
10077,col,"[[1, 1], [2], [4], [2, 1], [4]]"
10078,row,"[[2], [1, 3], [1, 1], [5], [1, 1]]"
10078,col,"[[1, 1], [2], [4], [2, 1], [4]]"
10079,row,"[[2], [1, 3], [1, 1], [5], [1, 1]]"
10079,col,"[[1, 1], [2], [4], [2, 1], [4]]"
10080,row,"[[2], [1, 3], [1, 1], [5], [1, 1]]"
10080,col,"[[1, 1], [2], [4], [2, 1], [4]]"
10081,row,"[[0], [5], [1, 1], [2, 1], [0]]"
10081,col,"[[1, 1], [1, 1], [2], [1], [3]]"
10082,row,"[[0], [5], [1, 1], [2, 1], [0]]"
10082,col,"[[1, 1], [1, 1], [2], [1], [3]]"
10083,row,"[[0], [5], [1, 1], [2, 1], [0]]"
10083,col,"[[1, 1], [1, 1], [2], [1], [3]]"
10084,row,"[[0], [5], [1, 1], [2, 1], [0]]"
10084,col,"[[1, 1], [1, 1], [2], [1], [3]]"
10085,row,"[[0], [5], [1, 1], [2, 1], [0]]"
10085,col,"[[1, 1], [1, 1], [2], [1], [3]]"
10086,row,"[[0], [5], [1, 1], [2, 1], [0]]"
10086,col,"[[1, 1], [1, 1], [2], [1], [3]]"
10087,row,"[[1, 1], [1, 2], [1], [1], [1]]"
10087,col,"[[1], [1, 1], [1, 2], [2], [0]]"
10088,row,"[[1, 1], [1, 2], [1], [1], [1]]"
10088,col,"[[1], [1, 1], [1, 2], [2], [0]]"
10089,row,"[[1, 1], [1, 2], [1], [1], [1]]"
10089,col,"[[1], [1, 1], [1, 2], [2], [0]]"
10090,row,"[[1, 1], [1, 2], [1], [1], [1]]"
10090,col,"[[1], [1, 1], [1, 2], [2], [0]]"
10091,row,"[[1, 1], [1, 2], [1], [1], [1]]"
10091,col,"[[1], [1, 1], [1, 2], [2], [0]]"
10092,row,"[[1, 1], [1, 2], [1], [1], [1]]"
10092,col,"[[1], [1, 1], [1, 2], [2], [0]]"
10093,row,"[[1, 1], [3], [1], [2], [1, 1]]"
10093,col,"[[0], [1, 1], [1, 1], [3], [2, 1]]"
10094,row,"[[1, 1], [3], [1], [2], [1, 1]]"
10094,col,"[[0], [1, 1], [1, 1], [3], [2, 1]]"
10095,row,"[[1, 1], [3], [1], [2], [1, 1]]"
10095,col,"[[0], [1, 1], [1, 1], [3], [2, 1]]"
10096,row,"[[1, 1], [3], [1], [2], [1, 1]]"
10096,col,"[[0], [1, 1], [1, 1], [3], [2, 1]]"
10097,row,"[[1, 1], [3], [1], [2], [1, 1]]"
10097,col,"[[0], [1, 1], [1, 1], [3], [2, 1]]"
10098,row,"[[1, 1], [3], [1], [2], [1, 1]]"
10098,col,"[[0], [1, 1], [1, 1], [3], [2, 1]]"
10099,row,"[[5], [4], [2, 1], [1, 1, 1], [1, 2]]"
10099,col,"[[4], [3, 1], [2, 1], [2, 1], [1, 3]]"
10100,row,"[[5], [4], [2, 1], [1, 1, 1], [1, 2]]"
10100,col,"[[4], [3, 1], [2, 1], [2, 1], [1, 3]]"
10101,row,"[[5], [4], [2, 1], [1, 1, 1], [1, 2]]"
10101,col,"[[4], [3, 1], [2, 1], [2, 1], [1, 3]]"
10102,row,"[[5], [4], [2, 1], [1, 1, 1], [1, 2]]"
10102,col,"[[4], [3, 1], [2, 1], [2, 1], [1, 3]]"
10103,row,"[[5], [4], [2, 1], [1, 1, 1], [1, 2]]"
10103,col,"[[4], [3, 1], [2, 1], [2, 1], [1, 3]]"
10104,row,"[[5], [4], [2, 1], [1, 1, 1], [1, 2]]"
10104,col,"[[4], [3, 1], [2, 1], [2, 1], [1, 3]]"
10105,row,"[[1], [2], [0], [1, 1], [1, 3]]"
10105,col,"[[2, 1], [1, 1], [1], [2], [1]]"
10106,row,"[[1], [2], [0], [1, 1], [1, 3]]"
10106,col,"[[2, 1], [1, 1], [1], [2], [1]]"
10107,row,"[[1], [2], [0], [1, 1], [1, 3]]"
10107,col,"[[2, 1], [1, 1], [1], [2], [1]]"
10108,row,"[[1], [2], [0], [1, 1], [1, 3]]"
10108,col,"[[2, 1], [1, 1], [1], [2], [1]]"
10109,row,"[[1], [2], [0], [1, 1], [1, 3]]"
10109,col,"[[2, 1], [1, 1], [1], [2], [1]]"
10110,row,"[[1], [2], [0], [1, 1], [1, 3]]"
10110,col,"[[2, 1], [1, 1], [1], [2], [1]]"
10111,row,"[[5], [1], [1, 1], [3, 1], [4]]"
10111,col,"[[4], [1, 2], [1, 2], [1, 1], [1, 3]]"
10112,row,"[[5], [1], [1, 1], [3, 1], [4]]"
10112,col,"[[4], [1, 2], [1, 2], [1, 1], [1, 3]]"
10113,row,"[[5], [1], [1, 1], [3, 1], [4]]"
10113,col,"[[4], [1, 2], [1, 2], [1, 1], [1, 3]]"
10114,row,"[[5], [1], [1, 1], [3, 1], [4]]"
10114,col,"[[4], [1, 2], [1, 2], [1, 1], [1, 3]]"
10115,row,"[[5], [1], [1, 1], [3, 1], [4]]"
10115,col,"[[4], [1, 2], [1, 2], [1, 1], [1, 3]]"
10116,row,"[[5], [1], [1, 1], [3, 1], [4]]"
10116,col,"[[4], [1, 2], [1, 2], [1, 1], [1, 3]]"
10117,row,"[[1], [1, 1, 1], [4], [1, 1], [2]]"
10117,col,"[[2, 2], [1, 1], [2], [2], [2]]"
10118,row,"[[1], [1, 1, 1], [4], [1, 1], [2]]"
10118,col,"[[2, 2], [1, 1], [2], [2], [2]]"
10119,row,"[[1], [1, 1, 1], [4], [1, 1], [2]]"
10119,col,"[[2, 2], [1, 1], [2], [2], [2]]"
10120,row,"[[1], [1, 1, 1], [4], [1, 1], [2]]"
10120,col,"[[2, 2], [1, 1], [2], [2], [2]]"
10121,row,"[[1], [1, 1, 1], [4], [1, 1], [2]]"
10121,col,"[[2, 2], [1, 1], [2], [2], [2]]"
10122,row,"[[1], [1, 1, 1], [4], [1, 1], [2]]"
10122,col,"[[2, 2], [1, 1], [2], [2], [2]]"
10123,row,"[[3, 1], [1, 1], [3], [2, 1], [3]]"
10123,col,"[[2, 2], [1, 2], [3, 1], [2], [1, 1]]"
10124,row,"[[3, 1], [1, 1], [3], [2, 1], [3]]"
10124,col,"[[2, 2], [1, 2], [3, 1], [2], [1, 1]]"
10125,row,"[[3, 1], [1, 1], [3], [2, 1], [3]]"
10125,col,"[[2, 2], [1, 2], [3, 1], [2], [1, 1]]"
10126,row,"[[3, 1], [1, 1], [3], [2, 1], [3]]"
10126,col,"[[2, 2], [1, 2], [3, 1], [2], [1, 1]]"
10127,row,"[[3, 1], [1, 1], [3], [2, 1], [3]]"
10127,col,"[[2, 2], [1, 2], [3, 1], [2], [1, 1]]"
10128,row,"[[3, 1], [1, 1], [3], [2, 1], [3]]"
10128,col,"[[2, 2], [1, 2], [3, 1], [2], [1, 1]]"
10129,row,"[[1, 1, 1], [5], [1, 1, 1], [1, 1], [2, 2]]"
10129,col,"[[3, 1], [1, 1], [4], [1, 1], [5]]"
10130,row,"[[1, 1, 1], [5], [1, 1, 1], [1, 1], [2, 2]]"
10130,col,"[[3, 1], [1, 1], [4], [1, 1], [5]]"
10131,row,"[[1, 1, 1], [5], [1, 1, 1], [1, 1], [2, 2]]"
10131,col,"[[3, 1], [1, 1], [4], [1, 1], [5]]"
10132,row,"[[1, 1, 1], [5], [1, 1, 1], [1, 1], [2, 2]]"
10132,col,"[[3, 1], [1, 1], [4], [1, 1], [5]]"
10133,row,"[[1, 1, 1], [5], [1, 1, 1], [1, 1], [2, 2]]"
10133,col,"[[3, 1], [1, 1], [4], [1, 1], [5]]"
10134,row,"[[1, 1, 1], [5], [1, 1, 1], [1, 1], [2, 2]]"
10134,col,"[[3, 1], [1, 1], [4], [1, 1], [5]]"
10135,row,"[[3], [4], [2], [2, 1], [3]]"
10135,col,"[[1, 2], [1, 2], [2, 1], [4], [1, 1]]"
10136,row,"[[3], [4], [2], [2, 1], [3]]"
10136,col,"[[1, 2], [1, 2], [2, 1], [4], [1, 1]]"
10137,row,"[[3], [4], [2], [2, 1], [3]]"
10137,col,"[[1, 2], [1, 2], [2, 1], [4], [1, 1]]"
10138,row,"[[3], [4], [2], [2, 1], [3]]"
10138,col,"[[1, 2], [1, 2], [2, 1], [4], [1, 1]]"
10139,row,"[[3], [4], [2], [2, 1], [3]]"
10139,col,"[[1, 2], [1, 2], [2, 1], [4], [1, 1]]"
10140,row,"[[3], [4], [2], [2, 1], [3]]"
10140,col,"[[1, 2], [1, 2], [2, 1], [4], [1, 1]]"
10141,row,"[[1, 1, 1], [2], [5], [4], [1, 1]]"
10141,col,"[[1, 1], [3], [1, 2], [3], [5]]"
10142,row,"[[1, 1, 1], [2], [5], [4], [1, 1]]"
10142,col,"[[1, 1], [3], [1, 2], [3], [5]]"
10143,row,"[[1, 1, 1], [2], [5], [4], [1, 1]]"
10143,col,"[[1, 1], [3], [1, 2], [3], [5]]"
10144,row,"[[1, 1, 1], [2], [5], [4], [1, 1]]"
10144,col,"[[1, 1], [3], [1, 2], [3], [5]]"
10145,row,"[[1, 1, 1], [2], [5], [4], [1, 1]]"
10145,col,"[[1, 1], [3], [1, 2], [3], [5]]"
10146,row,"[[1, 1, 1], [2], [5], [4], [1, 1]]"
10146,col,"[[1, 1], [3], [1, 2], [3], [5]]"
10147,row,"[[1, 1], [3], [1, 3], [1, 2], [1]]"
10147,col,"[[3], [2], [3], [2], [1, 1, 1]]"
10148,row,"[[1, 1], [3], [1, 3], [1, 2], [1]]"
10148,col,"[[3], [2], [3], [2], [1, 1, 1]]"
10149,row,"[[1, 1], [3], [1, 3], [1, 2], [1]]"
10149,col,"[[3], [2], [3], [2], [1, 1, 1]]"
10150,row,"[[1, 1], [3], [1, 3], [1, 2], [1]]"
10150,col,"[[3], [2], [3], [2], [1, 1, 1]]"
10151,row,"[[1, 1], [3], [1, 3], [1, 2], [1]]"
10151,col,"[[3], [2], [3], [2], [1, 1, 1]]"
10152,row,"[[1, 1], [3], [1, 3], [1, 2], [1]]"
10152,col,"[[3], [2], [3], [2], [1, 1, 1]]"
10153,row,"[[4], [1, 1], [5], [1], [1, 2]]"
10153,col,"[[3, 1], [1, 2], [3, 1], [1, 1, 1], [1]]"
10154,row,"[[4], [1, 1], [5], [1], [1, 2]]"
10154,col,"[[3, 1], [1, 2], [3, 1], [1, 1, 1], [1]]"
10155,row,"[[4], [1, 1], [5], [1], [1, 2]]"
10155,col,"[[3, 1], [1, 2], [3, 1], [1, 1, 1], [1]]"
10156,row,"[[4], [1, 1], [5], [1], [1, 2]]"
10156,col,"[[3, 1], [1, 2], [3, 1], [1, 1, 1], [1]]"
10157,row,"[[4], [1, 1], [5], [1], [1, 2]]"
10157,col,"[[3, 1], [1, 2], [3, 1], [1, 1, 1], [1]]"
10158,row,"[[4], [1, 1], [5], [1], [1, 2]]"
10158,col,"[[3, 1], [1, 2], [3, 1], [1, 1, 1], [1]]"
10159,row,"[[4], [0], [1, 1], [1, 2], [3]]"
10159,col,"[[2], [1, 1], [1, 3], [1, 2], [1]]"
10160,row,"[[4], [0], [1, 1], [1, 2], [3]]"
10160,col,"[[2], [1, 1], [1, 3], [1, 2], [1]]"
10161,row,"[[4], [0], [1, 1], [1, 2], [3]]"
10161,col,"[[2], [1, 1], [1, 3], [1, 2], [1]]"
10162,row,"[[4], [0], [1, 1], [1, 2], [3]]"
10162,col,"[[2], [1, 1], [1, 3], [1, 2], [1]]"
10163,row,"[[4], [0], [1, 1], [1, 2], [3]]"
10163,col,"[[2], [1, 1], [1, 3], [1, 2], [1]]"
10164,row,"[[4], [0], [1, 1], [1, 2], [3]]"
10164,col,"[[2], [1, 1], [1, 3], [1, 2], [1]]"
10165,row,"[[3, 1], [1, 1], [1, 1], [1, 1], [1]]"
10165,col,"[[2], [1, 2], [2], [3], [1]]"
10166,row,"[[3, 1], [1, 1], [1, 1], [1, 1], [1]]"
10166,col,"[[2], [1, 2], [2], [3], [1]]"
10167,row,"[[3, 1], [1, 1], [1, 1], [1, 1], [1]]"
10167,col,"[[2], [1, 2], [2], [3], [1]]"
10168,row,"[[3, 1], [1, 1], [1, 1], [1, 1], [1]]"
10168,col,"[[2], [1, 2], [2], [3], [1]]"
10169,row,"[[3, 1], [1, 1], [1, 1], [1, 1], [1]]"
10169,col,"[[2], [1, 2], [2], [3], [1]]"
10170,row,"[[3, 1], [1, 1], [1, 1], [1, 1], [1]]"
10170,col,"[[2], [1, 2], [2], [3], [1]]"
10171,row,"[[2, 1], [2], [1], [1, 1], [0]]"
10171,col,"[[0], [4], [2], [0], [1, 1]]"
10172,row,"[[2, 1], [2], [1], [1, 1], [0]]"
10172,col,"[[0], [4], [2], [0], [1, 1]]"
10173,row,"[[2, 1], [2], [1], [1, 1], [0]]"
10173,col,"[[0], [4], [2], [0], [1, 1]]"
10174,row,"[[2, 1], [2], [1], [1, 1], [0]]"
10174,col,"[[0], [4], [2], [0], [1, 1]]"
10175,row,"[[2, 1], [2], [1], [1, 1], [0]]"
10175,col,"[[0], [4], [2], [0], [1, 1]]"
10176,row,"[[2, 1], [2], [1], [1, 1], [0]]"
10176,col,"[[0], [4], [2], [0], [1, 1]]"
10177,row,"[[1, 1], [1], [2], [1, 1], [5]]"
10177,col,"[[4], [1, 1, 1], [2], [1, 1], [1]]"
10178,row,"[[1, 1], [1], [2], [1, 1], [5]]"
10178,col,"[[4], [1, 1, 1], [2], [1, 1], [1]]"
10179,row,"[[1, 1], [1], [2], [1, 1], [5]]"
10179,col,"[[4], [1, 1, 1], [2], [1, 1], [1]]"
10180,row,"[[1, 1], [1], [2], [1, 1], [5]]"
10180,col,"[[4], [1, 1, 1], [2], [1, 1], [1]]"
10181,row,"[[1, 1], [1], [2], [1, 1], [5]]"
10181,col,"[[4], [1, 1, 1], [2], [1, 1], [1]]"
10182,row,"[[1, 1], [1], [2], [1, 1], [5]]"
10182,col,"[[4], [1, 1, 1], [2], [1, 1], [1]]"
10183,row,"[[1], [1, 1], [1, 1], [1], [1, 2]]"
10183,col,"[[1, 1], [1], [2, 2], [1], [1]]"
10184,row,"[[1], [1, 1], [1, 1], [1], [1, 2]]"
10184,col,"[[1, 1], [1], [2, 2], [1], [1]]"
10185,row,"[[1], [1, 1], [1, 1], [1], [1, 2]]"
10185,col,"[[1, 1], [1], [2, 2], [1], [1]]"
10186,row,"[[1], [1, 1], [1, 1], [1], [1, 2]]"
10186,col,"[[1, 1], [1], [2, 2], [1], [1]]"
10187,row,"[[1], [1, 1], [1, 1], [1], [1, 2]]"
10187,col,"[[1, 1], [1], [2, 2], [1], [1]]"
10188,row,"[[1], [1, 1], [1, 1], [1], [1, 2]]"
10188,col,"[[1, 1], [1], [2, 2], [1], [1]]"
10189,row,"[[3], [1, 2], [2], [2], [1, 3]]"
10189,col,"[[2, 1], [1, 1], [5], [1, 2], [1]]"
10190,row,"[[3], [1, 2], [2], [2], [1, 3]]"
10190,col,"[[2, 1], [1, 1], [5], [1, 2], [1]]"
10191,row,"[[3], [1, 2], [2], [2], [1, 3]]"
10191,col,"[[2, 1], [1, 1], [5], [1, 2], [1]]"
10192,row,"[[3], [1, 2], [2], [2], [1, 3]]"
10192,col,"[[2, 1], [1, 1], [5], [1, 2], [1]]"
10193,row,"[[3], [1, 2], [2], [2], [1, 3]]"
10193,col,"[[2, 1], [1, 1], [5], [1, 2], [1]]"
10194,row,"[[3], [1, 2], [2], [2], [1, 3]]"
10194,col,"[[2, 1], [1, 1], [5], [1, 2], [1]]"
10195,row,"[[1, 1], [2], [1], [4], [2]]"
10195,col,"[[2, 1], [2, 2], [1], [1], [1, 1]]"
10196,row,"[[1, 1], [2], [1], [4], [2]]"
10196,col,"[[2, 1], [2, 2], [1], [1], [1, 1]]"
10197,row,"[[1, 1], [2], [1], [4], [2]]"
10197,col,"[[2, 1], [2, 2], [1], [1], [1, 1]]"
10198,row,"[[1, 1], [2], [1], [4], [2]]"
10198,col,"[[2, 1], [2, 2], [1], [1], [1, 1]]"
10199,row,"[[1, 1], [2], [1], [4], [2]]"
10199,col,"[[2, 1], [2, 2], [1], [1], [1, 1]]"
10200,row,"[[1, 1], [2], [1], [4], [2]]"
10200,col,"[[2, 1], [2, 2], [1], [1], [1, 1]]"
10201,row,"[[1, 1], [4], [3], [1, 1], [2]]"
10201,col,"[[1, 2], [2], [3, 1], [1, 1], [1, 1]]"
10202,row,"[[1, 1], [4], [3], [1, 1], [2]]"
10202,col,"[[1, 2], [2], [3, 1], [1, 1], [1, 1]]"
10203,row,"[[1, 1], [4], [3], [1, 1], [2]]"
10203,col,"[[1, 2], [2], [3, 1], [1, 1], [1, 1]]"
10204,row,"[[1, 1], [4], [3], [1, 1], [2]]"
10204,col,"[[1, 2], [2], [3, 1], [1, 1], [1, 1]]"
10205,row,"[[1, 1], [4], [3], [1, 1], [2]]"
10205,col,"[[1, 2], [2], [3, 1], [1, 1], [1, 1]]"
10206,row,"[[1, 1], [4], [3], [1, 1], [2]]"
10206,col,"[[1, 2], [2], [3, 1], [1, 1], [1, 1]]"
10207,row,"[[1, 1], [1, 1], [5], [1], [3, 1]]"
10207,col,"[[1, 1, 1], [1, 1], [2, 1], [1], [5]]"
10208,row,"[[1, 1], [1, 1], [5], [1], [3, 1]]"
10208,col,"[[1, 1, 1], [1, 1], [2, 1], [1], [5]]"
10209,row,"[[1, 1], [1, 1], [5], [1], [3, 1]]"
10209,col,"[[1, 1, 1], [1, 1], [2, 1], [1], [5]]"
10210,row,"[[1, 1], [1, 1], [5], [1], [3, 1]]"
10210,col,"[[1, 1, 1], [1, 1], [2, 1], [1], [5]]"
10211,row,"[[1, 1], [1, 1], [5], [1], [3, 1]]"
10211,col,"[[1, 1, 1], [1, 1], [2, 1], [1], [5]]"
