puzzle_number,type,hints
5117,col,"[[1, 1], [1, 1], [1, 2], [1, 2], [3, 1]]"
5118,row,"[[5], [1], [1, 1], [4], [2]]"
5118,col,"[[1, 1], [1, 1], [1, 2], [1, 2], [3, 1]]"
5119,row,"[[1], [2, 1], [1, 2], [3], [1, 1]]"
5119,col,"[[2], [1], [1, 2], [3], [3]]"
5120,row,"[[1], [2, 1], [1, 2], [3], [1, 1]]"
5120,col,"[[2], [1], [1, 2], [3], [3]]"
5121,row,"[[1], [2, 1], [1, 2], [3], [1, 1]]"
5121,col,"[[2], [1], [1, 2], [3], [3]]"
5122,row,"[[1], [2, 1], [1, 2], [3], [1, 1]]"
5122,col,"[[2], [1], [1, 2], [3], [3]]"
5123,row,"[[1], [2, 1], [1, 2], [3], [1, 1]]"
5123,col,"[[2], [1], [1, 2], [3], [3]]"
5124,row,"[[1], [2, 1], [1, 2], [3], [1, 1]]"
5124,col,"[[2], [1], [1, 2], [3], [3]]"
5125,row,"[[2], [3], [1, 1], [2, 1], [3]]"
5125,col,"[[2, 1], [2, 1], [2, 1], [1], [3]]"
5126,row,"[[2], [3], [1, 1], [2, 1], [3]]"
5126,col,"[[2, 1], [2, 1], [2, 1], [1], [3]]"
5127,row,"[[2], [3], [1, 1], [2, 1], [3]]"
5127,col,"[[2, 1], [2, 1], [2, 1], [1], [3]]"
5128,row,"[[2], [3], [1, 1], [2, 1], [3]]"
5128,col,"[[2, 1], [2, 1], [2, 1], [1], [3]]"
5129,row,"[[2], [3], [1, 1], [2, 1], [3]]"
5129,col,"[[2, 1], [2, 1], [2, 1], [1], [3]]"
5130,row,"[[2], [3], [1, 1], [2, 1], [3]]"
5130,col,"[[2, 1], [2, 1], [2, 1], [1], [3]]"
5131,row,"[[1, 1], [1, 2], [1, 1], [2, 2], [2, 1]]"
5131,col,"[[2, 2], [2], [2], [2, 2], [2]]"
5132,row,"[[1, 1], [1, 2], [1, 1], [2, 2], [2, 1]]"
5132,col,"[[2, 2], [2], [2], [2, 2], [2]]"
5133,row,"[[1, 1], [1, 2], [1, 1], [2, 2], [2, 1]]"
5133,col,"[[2, 2], [2], [2], [2, 2], [2]]"
5134,row,"[[1, 1], [1, 2], [1, 1], [2, 2], [2, 1]]"
5134,col,"[[2, 2], [2], [2], [2, 2], [2]]"
5135,row,"[[1, 1], [1, 2], [1, 1], [2, 2], [2, 1]]"
5135,col,"[[2, 2], [2], [2], [2, 2], [2]]"
5136,row,"[[1, 1], [1, 2], [1, 1], [2, 2], [2, 1]]"
5136,col,"[[2, 2], [2], [2], [2, 2], [2]]"
5137,row,"[[2], [1, 1, 1], [3], [1, 2], [1]]"
5137,col,"[[1, 1], [1], [5], [1, 2], [1]]"
5138,row,"[[2], [1, 1, 1], [3], [1, 2], [1]]"
5138,col,"[[1, 1], [1], [5], [1, 2], [1]]"
5139,row,"[[2], [1, 1, 1], [3], [1, 2], [1]]"
5139,col,"[[1, 1], [1], [5], [1, 2], [1]]"
5140,row,"[[2], [1, 1, 1], [3], [1, 2], [1]]"
5140,col,"[[1, 1], [1], [5], [1, 2], [1]]"
5141,row,"[[2], [1, 1, 1], [3], [1, 2], [1]]"
5141,col,"[[1, 1], [1], [5], [1, 2], [1]]"
5142,row,"[[2], [1, 1, 1], [3], [1, 2], [1]]"
5142,col,"[[1, 1], [1], [5], [1, 2], [1]]"
5143,row,"[[3], [4], [1, 2], [1, 1, 1], [1, 1]]"
5143,col,"[[4], [1], [5], [3], [1, 1]]"
5144,row,"[[3], [4], [1, 2], [1, 1, 1], [1, 1]]"
5144,col,"[[4], [1], [5], [3], [1, 1]]"
5145,row,"[[3], [4], [1, 2], [1, 1, 1], [1, 1]]"
5145,col,"[[4], [1], [5], [3], [1, 1]]"
5146,row,"[[3], [4], [1, 2], [1, 1, 1], [1, 1]]"
5146,col,"[[4], [1], [5], [3], [1, 1]]"
5147,row,"[[3], [4], [1, 2], [1, 1, 1], [1, 1]]"
5147,col,"[[4], [1], [5], [3], [1, 1]]"
5148,row,"[[3], [4], [1, 2], [1, 1, 1], [1, 1]]"
5148,col,"[[4], [1], [5], [3], [1, 1]]"
5149,row,"[[2], [1, 2], [5], [3], [3, 1]]"
5149,col,"[[1, 1], [4], [1, 3], [4], [2, 1]]"
5150,row,"[[2], [1, 2], [5], [3], [3, 1]]"
5150,col,"[[1, 1], [4], [1, 3], [4], [2, 1]]"
5151,row,"[[2], [1, 2], [5], [3], [3, 1]]"
5151,col,"[[1, 1], [4], [1, 3], [4], [2, 1]]"
5152,row,"[[2], [1, 2], [5], [3], [3, 1]]"
5152,col,"[[1, 1], [4], [1, 3], [4], [2, 1]]"
5153,row,"[[2], [1, 2], [5], [3], [3, 1]]"
5153,col,"[[1, 1], [4], [1, 3], [4], [2, 1]]"
5154,row,"[[2], [1, 2], [5], [3], [3, 1]]"
5154,col,"[[1, 1], [4], [1, 3], [4], [2, 1]]"
5155,row,"[[3], [3], [1, 3], [1, 1], [2]]"
5155,col,"[[1], [1, 1], [5], [3], [1, 2]]"
5156,row,"[[3], [3], [1, 3], [1, 1], [2]]"
5156,col,"[[1], [1, 1], [5], [3], [1, 2]]"
5157,row,"[[3], [3], [1, 3], [1, 1], [2]]"
5157,col,"[[1], [1, 1], [5], [3], [1, 2]]"
5158,row,"[[3], [3], [1, 3], [1, 1], [2]]"
5158,col,"[[1], [1, 1], [5], [3], [1, 2]]"
5159,row,"[[3], [3], [1, 3], [1, 1], [2]]"
5159,col,"[[1], [1, 1], [5], [3], [1, 2]]"
5160,row,"[[3], [3], [1, 3], [1, 1], [2]]"
5160,col,"[[1], [1, 1], [5], [3], [1, 2]]"
5161,row,"[[1, 2], [1, 2], [3], [2, 1], [1]]"
5161,col,"[[1, 1], [1, 2], [2], [3], [2, 1]]"
5162,row,"[[1, 2], [1, 2], [3], [2, 1], [1]]"
5162,col,"[[1, 1], [1, 2], [2], [3], [2, 1]]"
5163,row,"[[1, 2], [1, 2], [3], [2, 1], [1]]"
5163,col,"[[1, 1], [1, 2], [2], [3], [2, 1]]"
5164,row,"[[1, 2], [1, 2], [3], [2, 1], [1]]"
5164,col,"[[1, 1], [1, 2], [2], [3], [2, 1]]"
5165,row,"[[1, 2], [1, 2], [3], [2, 1], [1]]"
5165,col,"[[1, 1], [1, 2], [2], [3], [2, 1]]"
5166,row,"[[1, 2], [1, 2], [3], [2, 1], [1]]"
5166,col,"[[1, 1], [1, 2], [2], [3], [2, 1]]"
5167,row,"[[2], [1, 2], [1, 3], [1, 1, 1], [2]]"
5167,col,"[[3], [1], [1, 3], [3], [3]]"
5168,row,"[[2], [1, 2], [1, 3], [1, 1, 1], [2]]"
5168,col,"[[3], [1], [1, 3], [3], [3]]"
5169,row,"[[2], [1, 2], [1, 3], [1, 1, 1], [2]]"
5169,col,"[[3], [1], [1, 3], [3], [3]]"
5170,row,"[[2], [1, 2], [1, 3], [1, 1, 1], [2]]"
5170,col,"[[3], [1], [1, 3], [3], [3]]"
5171,row,"[[2], [1, 2], [1, 3], [1, 1, 1], [2]]"
5171,col,"[[3], [1], [1, 3], [3], [3]]"
5172,row,"[[2], [1, 2], [1, 3], [1, 1, 1], [2]]"
5172,col,"[[3], [1], [1, 3], [3], [3]]"
5173,row,"[[1], [1, 2], [3, 1], [1, 1, 1], [1, 1]]"
5173,col,"[[3], [2], [2], [2, 1], [3]]"
5174,row,"[[1], [1, 2], [3, 1], [1, 1, 1], [1, 1]]"
5174,col,"[[3], [2], [2], [2, 1], [3]]"
5175,row,"[[1], [1, 2], [3, 1], [1, 1, 1], [1, 1]]"
5175,col,"[[3], [2], [2], [2, 1], [3]]"
5176,row,"[[1], [1, 2], [3, 1], [1, 1, 1], [1, 1]]"
5176,col,"[[3], [2], [2], [2, 1], [3]]"
5177,row,"[[1], [1, 2], [3, 1], [1, 1, 1], [1, 1]]"
5177,col,"[[3], [2], [2], [2, 1], [3]]"
5178,row,"[[1], [1, 2], [3, 1], [1, 1, 1], [1, 1]]"
5178,col,"[[3], [2], [2], [2, 1], [3]]"
5179,row,"[[3], [1], [3], [5], [1, 1]]"
5179,col,"[[2, 1], [1, 2], [1, 2], [3], [2]]"
5180,row,"[[3], [1], [3], [5], [1, 1]]"
5180,col,"[[2, 1], [1, 2], [1, 2], [3], [2]]"
5181,row,"[[3], [1], [3], [5], [1, 1]]"
5181,col,"[[2, 1], [1, 2], [1, 2], [3], [2]]"
5182,row,"[[3], [1], [3], [5], [1, 1]]"
5182,col,"[[2, 1], [1, 2], [1, 2], [3], [2]]"
5183,row,"[[3], [1], [3], [5], [1, 1]]"
5183,col,"[[2, 1], [1, 2], [1, 2], [3], [2]]"
5184,row,"[[3], [1], [3], [5], [1, 1]]"
5184,col,"[[2, 1], [1, 2], [1, 2], [3], [2]]"
5185,row,"[[3], [2, 2], [1, 1], [2], [1, 3]]"
5185,col,"[[2, 1], [4], [1, 2], [2, 1], [1, 1]]"
5186,row,"[[3], [2, 2], [1, 1], [2], [1, 3]]"
5186,col,"[[2, 1], [4], [1, 2], [2, 1], [1, 1]]"
5187,row,"[[3], [2, 2], [1, 1], [2], [1, 3]]"
5187,col,"[[2, 1], [4], [1, 2], [2, 1], [1, 1]]"
5188,row,"[[3], [2, 2], [1, 1], [2], [1, 3]]"
5188,col,"[[2, 1], [4], [1, 2], [2, 1], [1, 1]]"
5189,row,"[[3], [2, 2], [1, 1], [2], [1, 3]]"
5189,col,"[[2, 1], [4], [1, 2], [2, 1], [1, 1]]"
5190,row,"[[3], [2, 2], [1, 1], [2], [1, 3]]"
5190,col,"[[2, 1], [4], [1, 2], [2, 1], [1, 1]]"
5191,row,"[[1], [1, 2], [1, 1], [4], [2]]"
5191,col,"[[1], [3], [2], [4], [2]]"
5192,row,"[[1], [1, 2], [1, 1], [4], [2]]"
5192,col,"[[1], [3], [2], [4], [2]]"
5193,row,"[[1], [1, 2], [1, 1], [4], [2]]"
5193,col,"[[1], [3], [2], [4], [2]]"
5194,row,"[[1], [1, 2], [1, 1], [4], [2]]"
5194,col,"[[1], [3], [2], [4], [2]]"
5195,row,"[[1], [1, 2], [1, 1], [4], [2]]"
5195,col,"[[1], [3], [2], [4], [2]]"
5196,row,"[[1], [1, 2], [1, 1], [4], [2]]"
5196,col,"[[1], [3], [2], [4], [2]]"
5197,row,"[[2, 1], [1, 2], [3], [1], [1, 1]]"
5197,col,"[[0], [2], [1, 1, 1], [3], [3, 1]]"
5198,row,"[[2, 1], [1, 2], [3], [1], [1, 1]]"
5198,col,"[[0], [2], [1, 1, 1], [3], [3, 1]]"
5199,row,"[[2, 1], [1, 2], [3], [1], [1, 1]]"
5199,col,"[[0], [2], [1, 1, 1], [3], [3, 1]]"
5200,row,"[[2, 1], [1, 2], [3], [1], [1, 1]]"
5200,col,"[[0], [2], [1, 1, 1], [3], [3, 1]]"
5201,row,"[[2, 1], [1, 2], [3], [1], [1, 1]]"
5201,col,"[[0], [2], [1, 1, 1], [3], [3, 1]]"
5202,row,"[[2, 1], [1, 2], [3], [1], [1, 1]]"
5202,col,"[[0], [2], [1, 1, 1], [3], [3, 1]]"
5203,row,"[[4], [1, 1], [1, 1], [2, 1], [1, 2]]"
5203,col,"[[1, 2], [1, 1], [1, 1, 1], [2, 1], [1, 2]]"
5204,row,"[[4], [1, 1], [1, 1], [2, 1], [1, 2]]"
5204,col,"[[1, 2], [1, 1], [1, 1, 1], [2, 1], [1, 2]]"
5205,row,"[[4], [1, 1], [1, 1], [2, 1], [1, 2]]"
5205,col,"[[1, 2], [1, 1], [1, 1, 1], [2, 1], [1, 2]]"
5206,row,"[[4], [1, 1], [1, 1], [2, 1], [1, 2]]"
5206,col,"[[1, 2], [1, 1], [1, 1, 1], [2, 1], [1, 2]]"
5207,row,"[[4], [1, 1], [1, 1], [2, 1], [1, 2]]"
5207,col,"[[1, 2], [1, 1], [1, 1, 1], [2, 1], [1, 2]]"
5208,row,"[[4], [1, 1], [1, 1], [2, 1], [1, 2]]"
5208,col,"[[1, 2], [1, 1], [1, 1, 1], [2, 1], [1, 2]]"
